"","pokemon","id","first_type","second_type","base_HP","base_Attack","base_Defense","base_SpecialAttack","base_SpecialDefense","base_Speed","first_ability","second_ability","third_ability","description","gender_differences","gender_rate","is_baby","evolves_from_species_id","hatch_counter","forms_switchable"
"707","tangela",114,"grass","None",65,55,115,100,40,60,"chlorophyll","leaf-guard","regenerator","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",0,4,0,NA,20,0
"347","kangaskhan",115,"normal","None",105,95,80,40,80,90,"early-bird","scrappy","inner-focus","If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",0,8,0,NA,20,1
"324","horsea",116,"water","None",30,40,70,70,25,60,"swift-swim","sniper","damp","If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",0,4,0,NA,20,0
"612","seadra",117,"water","None",55,65,95,95,45,85,"poison-point","sniper","damp","Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",0,4,0,116,20,0
"271","goldeen",118,"water","None",45,67,60,35,50,63,"swift-swim","water-veil","lightning-rod","Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",1,4,0,NA,20,0
"613","seaking",119,"water","None",80,92,65,65,80,68,"swift-swim","water-veil","lightning-rod","Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.",1,4,0,118,20,0
"683","staryu",120,"water","None",30,45,55,70,55,85,"illuminate","natural-cure","analytic","Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",0,-1,0,NA,20,0
"682","starmie",121,"water","psychic",60,75,85,100,85,115,"illuminate","natural-cure","analytic","Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.",0,-1,0,120,20,0
"470","mr-mime",122,"psychic","fairy",40,45,65,100,120,90,"soundproof","filter","technician","Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",0,4,0,439,25,0
"611","scyther",123,"bug","flying",70,110,80,55,80,105,"swarm","technician","steadfast","Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",1,4,0,NA,25,0
"342","jynx",124,"ice","psychic",65,50,35,115,95,95,"oblivious","forewarn","dry-skin","Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",0,8,0,238,25,0
"198","electabuzz",125,"electric","None",65,83,57,95,85,105,"static","vital-spirit","","When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",0,2,0,239,25,0
"416","magmar",126,"fire","None",65,95,57,100,85,93,"flame-body","vital-spirit","","In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",0,2,0,240,25,0
"533","pinsir",127,"bug","None",65,125,100,55,70,85,"hyper-cutter","mold-breaker","moxie","Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",0,4,0,NA,25,1
"709","tauros",128,"normal","None",75,100,95,40,70,110,"intimidate","anger-point","sheer-force","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",0,0,0,NA,20,0
"415","magikarp",129,"water","None",20,10,55,15,20,80,"swift-swim","rattled","","Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",1,4,0,NA,5,0
"298","gyarados",130,"water","flying",95,125,79,60,100,81,"intimidate","moxie","","Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",1,4,0,129,5,1
"376","lapras",131,"water","ice",130,85,80,85,95,60,"water-absorb","shell-armor","hydration","People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",0,4,0,NA,40,0
"169","ditto",132,"normal","None",48,48,48,48,48,48,"limber","imposter","","Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",0,-1,0,NA,20,0
"196","eevee",133,"normal","None",55,55,50,45,65,55,"run-away","adaptability","anticipation","Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.",0,1,0,NA,35,0
"753","vaporeon",134,"water","None",130,65,60,110,95,65,"water-absorb","hydration","","Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.",0,1,0,133,35,0
"339","jolteon",135,"electric","None",65,65,60,110,95,130,"volt-absorb","quick-feet","","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",0,1,0,133,35,0
"225","flareon",136,"fire","None",65,130,60,95,110,65,"flash-fire","guts","","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",0,1,0,133,35,0
"543","porygon",137,"normal","None",65,60,70,85,75,40,"trace","download","analytic","Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.",0,-1,0,NA,20,0
"495","omanyte",138,"rock","water",35,40,100,90,55,35,"swift-swim","shell-armor","weak-armor","Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",0,1,0,NA,30,0
"496","omastar",139,"rock","water",70,60,125,115,70,55,"swift-swim","shell-armor","weak-armor","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",0,1,0,138,30,0
"343","kabuto",140,"rock","water",30,80,90,55,45,55,"swift-swim","battle-armor","weak-armor","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",0,1,0,NA,30,0
"344","kabutops",141,"rock","water",60,115,105,65,70,80,"swift-swim","battle-armor","weak-armor","Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.",0,1,0,140,30,0
"9","aerodactyl",142,"rock","flying",80,105,65,60,75,130,"rock-head","pressure","unnerve","Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.",0,1,0,NA,35,1
"663","snorlax",143,"normal","None",160,110,65,65,110,30,"immunity","thick-fat","gluttony","Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.",0,1,0,446,40,0
"34","articuno",144,"ice","flying",90,85,100,95,125,85,"pressure","snow-cloak","","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",0,-1,0,NA,80,0
"803","zapdos",145,"electric","flying",90,90,85,125,90,100,"pressure","static","","Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.",0,-1,0,NA,80,0
"467","moltres",146,"fire","flying",90,100,90,125,85,90,"pressure","flame-body","","Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",0,-1,0,NA,80,0
"178","dratini",147,"dragon","None",41,64,45,50,50,50,"shed-skin","marvel-scale","","Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.",0,4,0,NA,40,0
"175","dragonair",148,"dragon","None",61,84,65,70,70,70,"shed-skin","marvel-scale","","Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.",0,4,0,147,40,0
"176","dragonite",149,"dragon","flying",91,134,95,100,100,80,"inner-focus","multiscale","","Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.",0,4,0,148,40,0
"454","mewtwo",150,"psychic","None",106,110,90,154,90,130,"pressure","unnerve","","Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",0,-1,0,NA,120,1
"453","mew",151,"psychic","None",100,100,100,100,100,100,"synchronize","","","Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",0,-1,0,NA,120,0
"114","chikorita",152,"grass","None",45,49,65,49,65,45,"overgrow","leaf-guard","","In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",0,1,0,NA,20,0
"52","bayleef",153,"grass","None",60,62,80,63,80,60,"overgrow","leaf-guard","","Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.",0,1,0,152,20,0
"442","meganium",154,"grass","None",80,82,100,83,100,80,"overgrow","leaf-guard","","The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",1,1,0,153,20,0
